Zipcode,CountTaxReturns2016,CountDependents2016,AdjGrossIncome2016,TotalIncome2016,CapGains2016,TaxesPaid2016
20180,3460,2580,380460,385691,14784,33105
20181,4210,2950,436714,443373,13341,31147
20184,200,120,77350,77993,29537,3432
20186,7070,4220,608301,618087,19743,38097
20187,7910,5740,837375,849070,24096,57562
20190,9760,3910,1196842,1214959,80076,76014
20191,14760,8100,1564319,1588110,98527,108165
20194,6860,3380,1045577,1064597,67984,77532
20197,940,730,176827,180299,9148,13681
20198,980,470,147922,151076,38097,10483
20601,12990,8430,856278,862143,4533,64686
20602,13200,9390,758069,762561,2478,53562
20603,15030,10990,1124166,1131260,4468,88811
20606,140,60,9634,9634,0,734
20607,5860,3640,507210,510510,3691,45844
20608,410,200,26226,26305,249,1956
20609,570,290,36096,36287,145,2620
20611,530,300,36915,37087,150,2851
20613,7400,4450,554707,558071,3870,48564
20615,210,80,15284,15426,44,1279
20616,3340,2360,215589,216726,523,16988
20617,490,250,42638,43027,594,3678
20618,350,190,23603,23784,244,1650
20619,6140,4110,490849,495237,6747,32635
20620,680,430,51238,51622,203,3443
20621,730,400,45232,45509,253,3413
20622,2240,1400,163563,164964,1905,12626
20623,1590,970,123890,124407,170,10988
20624,620,350,42424,42770,384,3285
20626,170,80,13037,13081,0,1035
20628,290,180,25071,25267,72,1982
20630,230,130,27501,27821,717,2166
20632,260,170,16412,16571,29,1281
20634,3520,2430,243630,245437,1515,16336
20636,4940,3110,432415,436065,8373,33358
20637,2850,1650,260605,262590,8601,21689
20639,7340,4910,684957,690952,13148,54854
20640,4820,3040,280354,282022,1213,19262
20645,360,210,37224,37566,550,3379
20646,9870,5620,798056,805737,13450,67377
20650,6290,4560,583447,589514,15882,45466
20653,10770,7650,672037,677123,9991,41010
20657,9040,6070,604964,609816,8843,43080
20658,560,310,33836,33978,123,2334
20659,11070,7580,799678,805509,14984,59213
20662,1230,740,72315,72713,315,5655
20664,1330,770,90646,91856,1660,6933
20667,260,120,15765,15875,16,969
20670,570,470,31954,32148,84,1217
20674,390,160,29226,29455,309,2307
20675,930,490,72349,72997,685,5929
20676,1670,1000,140067,141349,2188,10555
20677,1240,680,130328,132224,1411,11727
20678,5590,3460,389732,393707,7126,28846
20680,440,240,31367,31699,367,2146
20684,570,330,47352,47629,621,3435
20685,3290,2020,265401,268101,7276,20853
20686,180,40,17326,17424,681,1559
20687,160,70,10315,10351,0,743
20688,1100,280,106640,107514,5947,6935
20689,930,620,79256,79921,722,6422
20690,390,200,40119,40338,542,3341
20692,550,250,47021,47277,208,3571
20693,580,280,46997,47362,248,4181
20695,5340,3350,397839,400350,1874,33129
20705,15060,9650,803553,811015,7939,58961
20706,22000,16680,1070691,1078396,5503,75481
20707,19030,10810,1152497,1163278,11272,89343
20708,14220,9720,738197,744684,4915,48347
20710,4950,4140,165436,166590,17,7686
20711,3330,2030,252282,255866,7351,17743
20712,5080,2910,198387,200513,532,10743
20714,2290,1150,156312,157595,4955,10860
20715,13190,7380,1024263,1033742,19105,86757
20716,11620,6740,838251,844601,6438,69891
20720,12070,8050,1051074,1059833,11488,97549
20721,15400,9230,1351419,1361833,16482,124158
20722,3320,2270,125684,126587,156,8268
20723,15650,11330,1338235,1352463,28791,116986
20724,9180,5930,580197,585372,2651,36929
20732,5060,3320,401674,405076,5375,30671
20733,1510,780,114253,115417,834,8559
20735,20130,11700,1350256,1357241,6062,113008
20736,4520,2860,436907,442555,6474,36086
20737,12140,11610,416552,419633,1326,23467
20740,11720,4840,628114,635751,10922,41411
20743,20170,13590,851265,855807,774,55993
20744,28450,15710,1835384,1847847,14715,146217
20745,16330,10430,707628,713289,2807,42356
20746,15400,10000,701559,705590,1298,40341
20747,20700,13410,951337,955929,1010,60180
20748,20920,12170,1014143,1019602,5311,65457
20751,1200,500,94934,95896,1396,7236
20754,3460,2110,344659,348655,9813,28254
20755,3910,4010,199544,201238,1114,3313
20758,410,170,41766,42084,310,3126
20759,2530,1950,473614,483305,22848,50738
20762,1170,1040,58592,59148,197,729
20763,1340,830,72372,72955,264,4113
20764,2080,1100,159182,161478,2734,12141
20769,3580,2350,319692,322553,4774,30381
20770,13630,8470,694399,700957,6731,42136
20772,23770,13890,1805511,1816893,14785,156780
20774,25920,14880,1855096,1867065,9830,155746
20776,1600,880,164586,167186,6747,13063
20777,1650,1170,296960,302230,16691,33437
20778,960,500,105839,107130,4131,8382
20779,640,310,72755,73399,3966,5662
20781,7400,5530,350896,354622,2698,24034
20782,18280,10750,825362,833775,11582,55171
20783,26720,18700,834419,842051,9525,45819
20784,17520,13510,686752,691366,1365,43742
20785,21030,14770,980933,987781,4169,62811
20794,5290,3230,333398,335949,3039,24181
20812,180,100,27126,28111,937,2644
20814,14840,6480,2920492,2982512,355821,272175
20815,14500,7400,3858749,3963311,484453,395158
20816,7490,4970,1983912,2039810,188646,204037
20817,16420,11230,4537592,4646289,867639,457873
20818,850,560,169878,175925,9748,18421
