Zipcode,CountTaxReturns2016,CountDependents2016,AdjGrossIncome2016,TotalIncome2016,CapGains2016,TaxesPaid2016
59484,110,0,4264,4264,0,0
59486,770,260,26945,27626,1843,539
59487,560,330,26309,26531,417,864
59489,140,80,6825,7101,596,0
59501,6170,3400,307976,312521,11696,11611
59520,480,270,23996,24634,1959,616
59521,1000,1410,33738,33921,0,0
59522,730,270,29391,29875,1248,820
59523,1000,610,51070,52241,4144,1565
59524,200,180,6562,6689,355,0
59525,160,70,6405,6483,211,133
59526,920,980,32672,32977,776,408
59528,100,40,5289,5289,126,0
59531,120,60,4855,4895,321,0
59538,1370,800,65268,66836,5993,1663
59540,190,90,8759,8818,371,164
59542,80,40,3588,3665,239,0
59601,14560,6050,868390,884960,43187,41883
59602,12000,7140,740490,751057,17022,36995
59632,850,420,40107,40582,1325,1295
59634,2420,1450,203472,207107,10112,12200
59635,3690,2150,185210,187405,3290,7237
59639,560,190,25644,25963,879,899
59643,170,70,8083,8438,383,168
59644,1850,930,92681,94355,4268,3444
59645,670,300,32201,33045,2968,821
59648,290,70,13097,13432,383,543
59701,15150,7410,814848,824687,18729,33057
59711,4130,1720,191932,194677,3998,6303
59714,9600,5590,525049,535774,20806,22665
59715,15860,5560,1241061,1271386,162073,75267
59718,17330,7820,1108768,1136213,67405,58988
59720,160,30,11720,12024,1123,839
59721,160,90,8892,9107,793,240
59722,2030,990,90785,92374,5451,2656
59725,3710,1830,187326,191671,11340,7354
59729,1240,460,77159,79291,9244,3505
59730,970,360,81475,83723,7402,4424
59731,100,40,4155,4187,0,126
59739,140,90,5170,5217,0,0
59741,2170,1460,147804,152840,9711,6815
59749,750,350,42104,43727,2399,1619
59750,160,50,10667,10732,456,554
59752,1800,1020,94375,96409,2897,3580
59754,460,220,23865,24689,1617,714
59758,1120,620,59947,61334,2571,2684
59759,1570,760,77331,78667,3107,2704
59761,120,70,7233,7353,850,242
59762,120,40,7159,7211,1180,262
59801,15060,5140,634646,648242,28162,26945
59802,9350,3410,472426,482337,30051,24812
59803,7860,4270,572413,583855,26591,34513
59804,3660,1760,265017,270348,19427,15351
59808,9860,5100,646483,657616,37192,32735
59820,580,270,28223,28736,526,1159
59821,1020,710,42133,42936,655,1261
59823,780,400,40742,41586,1287,1787
59824,610,390,27214,27648,934,722
59825,1040,570,52540,53229,996,2213
59826,250,80,15316,15723,1600,796
59827,160,40,6218,6289,16,158
59828,2570,1570,143823,146342,5850,6238
59829,1070,410,52005,52846,2078,2530
59831,140,130,4459,4557,0,0
59832,310,180,15509,15746,1006,596
59833,2610,1440,161099,164289,8662,8093
59834,1220,730,78096,79318,1154,4244
59837,150,70,7339,7594,667,227
59840,6480,2880,342982,349725,22962,16039
59844,250,110,11125,11248,254,320
59845,410,230,13899,14182,350,300
59846,580,280,35063,35549,1651,1970
59847,2710,1590,160894,163878,5604,8576
59853,320,140,14579,14781,181,471
59854,120,30,6859,6935,906,342
59858,710,260,39884,40786,3839,1536
59859,1420,790,63793,64940,1973,2185
59860,4850,2740,238151,242641,16669,10830
59864,2560,1990,101608,103341,3016,2791
59865,1240,970,53645,54690,2816,1460
59866,390,200,15967,16243,161,499
59868,980,390,56187,57340,3953,2981
59870,4600,2310,241161,245883,9510,10581
59872,930,420,44299,44981,1045,1531
59873,1380,660,62956,64163,3783,1962
59874,610,290,29881,30322,2301,986
59875,1600,760,87187,88915,4329,4126
59901,22810,13170,1231471,1256262,47086,57405
59910,190,90,9850,9913,166,589
59911,3850,1580,265334,272153,21622,16831
59912,6760,3670,334166,339401,9409,13477
59914,130,60,8972,9018,680,515
59915,130,110,5682,5682,0,0
59917,1770,940,80887,82526,3292,3105
59920,700,360,41146,42264,944,2104
59922,1150,530,71936,73531,3792,4421
59923,3780,1870,185506,188266,4227,5755
59925,570,290,30750,31202,438,1463
59926,170,80,6468,6505,0,211
59930,280,180,12469,12623,209,358
59931,130,40,7434,7492,521,412
59932,720,400,42101,42964,3176,2085
59935,1350,620,62112,63024,2064,2132
59937,6910,2910,584458,598700,52408,36001
60002,11890,7210,916427,927438,28497,67179
60004,26730,16090,2883027,2923471,182177,198469
60005,15750,9010,1471375,1491958,76600,91147
60007,18720,9720,1257296,1273324,21433,74872
60008,11830,8710,725845,734359,11578,42043
60010,21560,14150,4768766,4859412,632119,372396
60012,5300,3640,591388,600962,23667,49480
60013,13280,9070,1193761,1208393,24137,89368
60014,24310,17960,1842316,1866518,73072,132190
60015,13510,9180,3050935,3116733,519477,229587
60016,32050,18540,1778090,1800008,37749,89476
60018,15620,12500,850338,860716,39759,45525
60020,5000,2410,283122,285849,4019,15733
60021,2810,1740,219090,222233,2744,16843
60022,3910,3050,2477695,2516593,919273,175078
60025,20240,13220,2948029,3011587,285408,205722
60026,6720,4310,1310017,1335751,132523,89267
60030,18540,11230,1557676,1576211,46314,112509
60031,19500,12880,1693122,1711038,46602,110056
60033,6360,5810,310106,313920,6308,14257
60034,970,610,48386,49013,1021,2317
60035,15150,9980,4659233,4760087,1076071,341511
60040,2480,2610,184647,187597,16616,9670
60041,4770,2560,283789,287448,4370,17252
60042,4550,2650,265621,268392,2287,15807
60043,1220,1010,1050406,1061793,202511,78860
60044,4980,3140,987875,1005102,179233,67143
60045,9990,6480,4642507,4705043,829699,328358
60046,17080,11500,1436206,1449819,29052,106948
60047,20380,15060,3389663,3441765,269885,265515
60048,14510,9770,2643190,2683529,173184,190594
60050,15560,10330,986004,997815,21958,63471
60051,12920,7190,875553,886286,14094,58603
60053,12350,7080,893404,905985,35219,65668
60056,28840,20360,2001942,2027449,65277,126851
60060,19060,14350,1512929,1533101,76566,106895
60061,12940,9510,1375646,1396394,52288,98126
60062,21110,12420,3798839,3879615,647230,267826
60064,6550,7060,198261,199814,1265,4985
60067,20640,11460,2587938,2629475,165008,196096
60068,19400,12030,2627645,2672678,180992,211711
60069,4350,2600,784900,798032,68337,58041
60070,8380,6830,581732,590609,19022,37251
60071,1960,950,149293,151245,3737,8997
60072,490,290,36384,36904,318,3239
60073,27970,26690,1453451,1465270,9230,85285
60074,19730,15190,1190104,1203722,31572,64124
60076,17040,11460,1259258,1280638,84474,84514
60077,13920,8470,867895,880726,35511,48745
60081,4800,2910,397853,402838,9530,30701
60083,4910,3020,494590,500147,18512,37670
60084,8610,6530,635491,645094,14480,47215
60085,32320,36900,1144642,1153303,13018,28329
60087,13760,11790,623959,629019,9914,23899
60088,2060,1250,69664,70370,100,527
60089,21770,13160,2121368,2155396,76675,160115
60090,20170,15130,1126213,1141805,19156,52179
60091,13140,9980,3172959,3242829,462539,237464
60093,9560,7560,5576508,5661926,1723427,396578
60096,3440,1770,231024,232795,6815,15035
60097,5310,3160,286764,289193,3089,16592
60098,15670,10710,1072788,1087973,49226,70825
60099,14570,12330,642942,647764,8422,32372
60101,18920,16270,1066724,1079740,27838,60587
60102,15970,10350,1315432,1331352,22706,95944
60103,20760,13950,1750427,1771332,37712,130875
60104,9930,7640,371124,373276,706,16420
60106,10370,10000,497258,502516,8455,24233
60107,20180,15240,1116759,1127267,8221,65298
60108,11900,5950,1003412,1017494,71700,66627
60110,18130,20630,849801,856275,5337,43026
60111,130,80,10725,10970,31,575
60112,2130,1780,114981,116027,482,6420
60115,17360,11090,874721,886880,28517,40182
60118,8340,4410,705613,716504,20321,50344
60119,5080,3340,477519,485729,12380,38640
60120,24540,25770,1082934,1092038,8985,48144
60123,23180,19890,1128692,1138652,12880,58999
60124,10610,7210,1068942,1083167,38597,88249
60126,22430,15530,3008724,3060745,213825,213899
60129,110,50,6517,6563,0,245
60130,7770,3150,434149,439847,5277,21041
60131,9330,7030,411319,415220,2752,21161
60133,18500,18060,847919,854996,3065,43040
60134,14570,10620,1704566,1731900,100989,136558
60135,3580,2530,211453,214293,4066,11334
60136,3430,3060,287395,290347,1989,22253
60137,18870,13120,2564092,2607263,232529,194066
60139,16720,13990,787734,795358,4668,41826
60140,8330,6070,659904,667345,17042,47246
60142,13980,8070,1080250,1091001,28347,81599
60143,5690,3350,475331,481994,14351,31351
60145,1180,730,80229,81278,1177,4277
60146,1190,790,69765,71242,536,3189
60148,27070,15070,1882357,1905830,39724,118658
60150,840,520,47538,49178,719,2367
60151,1980,1040,135629,138361,3191,9609
60152,6200,3920,404487,410727,12759,24171
60153,10950,9890,361611,364034,899,14447
60154,9260,4500,625269,632245,18051,37622
60155,4370,2600,178681,179902,261,7631
60156,13790,10380,1011229,1021321,14897,70941
60157,1370,760,128235,130391,3899,9870
60160,11150,11850,430880,433796,2906,13483
60162,4260,3030,198680,200349,1315,9608
60163,2870,2070,136518,137503,647,6868
60164,10860,8990,442874,446134,2684,20031
60165,1960,2520,62129,62466,2,1412
60169,17060,11630,975580,985615,13570,48896
60171,5590,2920,233171,236067,1622,10821
60172,13060,7330,979400,993274,24662,62649
60173,7170,3590,649601,658906,25743,29931
60174,16260,9940,1624899,1649887,133146,112736
60175,11490,8550,1845888,1876533,68188,149821
60176,6210,3840,248096,251401,2457,9998
60177,10850,8620,775952,783885,6554,55666
60178,10790,6550,754795,765562,37670,42065
60180,770,420,53191,54024,896,3393
60181,15250,10330,929988,940790,25370,57982
60184,1220,630,258060,264051,12079,24354
60185,17000,17380,1070150,1083082,26236,76320
60187,13160,8660,1483914,1508711,92880,104304
60188,22370,15280,1449723,1467515,22322,93604
60189,15830,9450,1874486,1909265,104073,136726
60190,5960,3220,602485,611061,24294,44581
60191,7800,4540,473848,479964,9683,27840
60192,7680,5280,765301,774794,14822,59495
60193,21110,11340,1493850,1511197,23512,90531
60194,10370,6100,691956,699569,12989,37258
60195,2770,1280,195676,197793,2496,6659
60201,18010,9540,2526304,2580248,244742,175149
60202,16560,9240,1516689,1549470,120155,89227
60203,2240,1470,288700,297277,24707,21710
60301,1300,440,113718,115736,2994,4648
60302,16000,9450,2111197,2154663,111551,151911
60304,8290,6120,774729,786085,21221,59598
60305,5250,3620,1126314,1151833,146350,88267
60401,3990,2220,248779,252109,3297,14555
60402,29730,25460,1306912,1319490,12411,57004
60403,9030,5250,440999,444149,5425,19330
60404,9330,5840,767898,776532,14386,49199
60406,11170,10290,399329,402202,3511,12240
60407,810,470,37871,38027,94,1078
60408,2800,1660,161302,162358,1479,5943
60409,16700,13510,601534,605716,2494,24265
60410,6260,4430,480571,484865,3611,28072
60411,24370,23170,923291,930599,5138,36550
60415,6630,4470,276667,279576,1324,10017
60416,4460,2780,283182,285257,3643,11019
60417,7510,3910,518873,524730,11160,36261
60419,10790,8570,388701,391378,352,17545
60420,2340,1250,129456,131557,1866,4176
60421,1970,1080,135056,136193,2709,7455
60422,4900,3130,539824,549525,19210,44363
60423,15680,10710,1632617,1658628,62567,125486
60424,1080,640,67226,67829,474,2342
60425,4430,2890,207377,208774,1055,11246
60426,10900,11160,307034,309317,129,7059
60428,5450,4840,179605,180736,78,7414
60429,7330,5370,312512,315268,2048,15766
60430,10150,6080,728672,737214,37644,42957
60431,11710,8460,774127,781560,10747,47060
60432,9440,11310,333137,335195,1515,10381
60433,7610,6870,282408,284230,2745,7701
60435,23690,17120,1183034,1193616,15291,50913
60436,8380,7090,332873,334918,1547,9882
60438,14360,9680,683832,689655,10345,30881
60439,11890,6780,1215640,1234219,49030,82477
60440,25820,21870,1347214,1359066,7293,79645
60441,16430,11190,1107964,1118407,11115,75451
60442,5010,3700,384363,389565,4864,28226
60443,10320,6870,545093,548973,6703,36732
60444,810,540,53748,54703,843,2215
60445,12940,7230,645058,651211,4488,30691
60446,18920,15870,974372,982209,4535,55570
60447,6940,5590,485682,490844,8307,26496
60448,12670,7830,1193156,1210405,51046,89154
60449,4330,2570,321637,325306,4962,22816
60450,10310,5940,720851,729930,21617,32926
60451,17740,12010,1493022,1510166,43579,109631
60452,14000,8440,810891,818832,6354,49752
60453,29110,17310,1671390,1688577,31948,92975
60455,7660,5850,335114,338663,3334,15641
60456,2320,1190,99252,99979,526,3286
60457,6980,4450,369507,374181,6184,21536
60458,6640,4910,267216,270152,979,9856
60459,13990,10200,618125,624886,3544,28254
60460,730,410,39122,40344,115,1179
60461,2440,1110,215059,217501,9182,17587
60462,21080,11180,1679670,1703730,62384,106248
60463,7630,3330,723255,734876,32306,50031
60464,5090,2370,671551,683691,53976,48010
60465,9370,4900,502209,508428,10367,26708
60466,10520,7380,429242,432924,2350,16748
60467,13790,7720,1476716,1501373,68357,107326
60468,3030,1710,188066,190608,2260,9424
60469,2570,2550,96493,97206,97,3763
60470,290,150,17460,17816,75,468
60471,6350,4640,289307,291374,530,16214
60472,1930,1620,50964,51346,4,934
60473,11340,7520,562424,566656,4132,33868
60475,4710,3000,207897,209569,1128,8020
60476,1200,660,59395,59852,470,2506
60477,20420,10370,1330716,1345399,32188,86658
60478,8290,6060,369407,372244,421,24304
60479,310,210,22289,22796,159,1037
60480,2900,1340,246284,249841,7505,17244
60481,5750,2860,381457,384892,12921,15042
60482,5540,3300,245874,248454,1741,11835
60484,3100,2810,115781,116694,-6,5448
60487,13500,8910,1028133,1038541,22125,77712
60490,9700,8830,823437,832637,7047,68945
60491,11480,6680,1096497,1112286,40403,85605
60501,5210,5510,180191,181391,463,6499
60502,10480,8080,1099830,1112969,34939,79699
60503,6890,6450,570245,575600,4166,46322
60504,18150,14380,1170862,1183892,12134,65749
60505,26300,34310,868120,873416,5004,19832
60506,24730,21400,1211146,1223105,13968,59897
60510,14290,9360,1398326,1419121,66980,101370
60511,890,440,109227,110969,18027,6737
60512,580,250,48190,48799,942,3353
60513,9840,6170,613229,619653,9762,37567
60514,4730,3660,862646,878486,94078,61130
60515,14240,8530,1586629,1615398,86514,104520
60516,15440,8030,1408981,1427865,57919,85128
60517,17300,11110,1200954,1215712,20553,78357
60518,1620,920,82710,85003,705,2750
60520,1400,810,89396,90929,3068,5169
60521,8210,6870,3310254,3373853,688350,228019
60523,5390,2350,1595552,1622628,236162,114550
60525,16130,10390,1703086,1732729,84256,120645
60526,6770,4140,639085,647581,29643,42422
60527,15100,7900,2304905,2347924,326375,155841
60530,270,190,18680,18927,587,736
60531,900,490,51854,52811,826,2044
60532,15240,7560,1321515,1341120,36967,85669
60534,5200,3650,217551,219521,1323,8324
60538,12920,11100,733404,739412,5256,45049
60540,20560,14150,2965048,3010612,270970,207759
60541,1360,840,98656,100652,1690,5530
60542,8540,5720,645009,652144,8610,48693
60543,18220,14160,1403799,1419467,16648,106080
60544,13340,9290,916046,925434,18524,60698
60545,6190,5230,330457,333726,3143,19813
60546,8180,5410,742987,755877,38634,53742
60548,5940,3490,349341,353230,5742,17168
60549,340,190,22402,22653,340,931
60550,590,290,37349,38008,1270,1571
60551,1720,940,104946,106104,1331,4917
60552,2080,1200,139304,140882,2182,7850
60553,350,190,20410,20764,162,917
60554,5900,3740,599299,608166,26488,46268
60555,7290,4820,516908,524701,11545,30757
60556,910,580,55594,56635,739,2362
60558,6260,5010,1290140,1318612,119080,99403
60559,12750,7720,883695,897070,30713,47492
60560,11410,8600,884681,895425,17313,66628
60561,12790,6230,1091636,1107641,38525,71207
60563,18400,10650,1748164,1774674,81530,99243
60564,19450,17430,2718690,2756743,118548,213805
60565,19690,14410,2353075,2388282,107297,175230
60585,10030,9690,1058081,1071010,18649,86795
60586,21800,18340,1454084,1467784,13889,95663
60601,7560,1240,1635037,1664704,223912,96810
60602,1270,250,400706,408783,160883,23270
60603,1400,270,641378,651778,132411,46845
60604,620,170,345870,349923,194197,22359
60605,13420,3080,1775118,1802855,117039,88124
60606,2520,460,774632,786865,155805,70242
60607,13240,3550,1697998,1722638,85153,80938
60608,30830,24630,1234707,1249844,13967,28811
60609,24750,26970,874912,883052,11151,20699
60610,22890,4800,3749191,3805165,740296,207475
60611,19300,2680,7952291,8038373,1910728,383358
60612,14830,10600,717349,726864,10888,23618
60613,29930,7240,2927596,2975847,218996,130313
60614,36730,9510,7793982,7920337,1859581,441308
60615,19280,9870,1229619,1247685,46716,48809
60616,24230,11120,1425081,1445155,32045,51987
60617,34860,30010,1313836,1323387,2852,30594
60618,44780,29310,3226590,3277864,137117,140411
60619,29230,21220,1050812,1058613,3859,28412
60620,30760,23880,987459,994512,1102,22523
60621,11210,11470,258597,261234,135,3784
60622,29260,10020,3021924,3068619,432380,121905
60623,32810,42940,895462,902085,674,9601
60624,14390,14930,361390,364725,146,5918
60625,36850,23430,2148652,2184360,63561,80196
60626,23960,11860,1066447,1083382,17683,29136
60628,30030,23800,997602,1005031,1212,22821
60629,48230,56470,1621459,1632189,4820,34208
60630,27540,16350,1523621,1542903,24747,64113
60631,15290,8130,1240045,1253204,30075,66877
60632,37190,45580,1194940,1204033,3751,18706
60633,5650,4560,252728,254245,840,7263
60634,38340,24620,1773785,1792826,18387,69427
60636,14520,14800,351246,354663,89,4753
60637,18560,15280,939864,952203,28329,32716
60638,27710,19230,1483199,1494312,11363,52536
60639,39020,44190,1217904,1225949,5591,25930
60640,35560,11520,2370227,2411420,107303,91790
60641,34640,25810,1579380,1599381,27061,55891
60642,11220,3260,1038081,1053193,43432,41070
60643,24550,16440,1454124,1470559,28414,66542
60644,19690,18470,528554,533309,1623,9297
60645,20910,17790,1129013,1146269,55065,44707
60646,13470,8250,1259786,1277850,62386,75374
60647,44170,23150,2965051,3010137,155193,107826
60649,19260,14170,675403,682045,3506,16612
60651,27440,26730,800439,806931,1820,15196
60652,19960,17280,934684,940190,5857,32574
60653,13420,10750,568107,573648,3322,19211
60654,11800,1500,2306663,2338773,467125,115433
60655,14370,9020,1125333,1133435,11204,52199
60656,14750,7570,865391,874703,18562,35839
60657,41640,8070,5038246,5120580,513921,237723
60659,17710,13950,892290,904573,80713,31782
60660,22410,8130,1304255,1324563,49306,44547
60661,6780,720,984311,994123,48929,32175
60706,12490,6270,645377,654134,14889,33226
60707,21500,13810,1091126,1104255,16227,53370
60712,6370,3920,805836,819207,116610,55040
60714,15600,8490,883219,895221,24406,50710
60803,11240,7030,537937,542375,4098,24783
60804,34010,41750,1091764,1098648,3656,23787
60805,10130,6630,632321,638726,8304,37051
60827,11260,10070,333265,335918,326,10756
60901,15450,12250,700695,708108,13980,24890
60911,650,350,37316,38090,227,1162
60912,240,140,9569,9661,0,132
60913,750,380,49768,50417,1029,2149
60914,12980,8450,864200,874051,54309,40315
60915,5150,3150,217348,218952,1178,5887
60917,270,180,15417,15568,40,395
60918,420,180,23347,23938,441,523
60919,220,150,11461,11666,0,258
60921,650,400,33868,35138,1214,1048
60922,1150,730,61339,62200,1040,1832
60924,790,400,38293,39973,669,1051
60927,1060,650,61739,62757,1027,1838
60928,360,140,17157,17447,81,359
60929,370,180,18137,18660,103,397
60930,400,250,19804,20253,147,418
60931,290,160,14073,14433,33,222
60934,120,70,6251,6365,0,186
60935,520,330,33019,33225,-12,1404
60936,2070,1150,116778,119150,2165,3791
60938,1000,700,46117,46805,288,1010
60940,1570,900,99448,101512,2391,5130
60941,970,560,60964,61823,1352,2497
60942,2510,1650,102624,104097,1452,1524
60946,170,100,9497,9847,20,197
60948,700,400,46253,47315,865,1755
60949,250,180,10224,10324,1,105
60950,5670,3300,326796,330495,3493,17405
60951,400,210,21232,21876,71,559
60952,290,190,13846,14168,150,253
60953,1050,560,50385,52099,822,1073
60954,2770,1930,131003,132606,1464,3932
60955,900,680,41203,42602,481,797
60957,2520,1520,131843,134216,2689,3169
60958,680,620,16830,16970,0,217
60959,470,220,22162,22929,246,303
60960,420,260,16809,17274,34,184
60961,370,190,23105,23263,220,617
60962,240,140,13028,13313,75,234
60963,820,530,38031,38673,388,651
60964,2340,1380,137971,140462,5958,6035
60966,660,380,27728,28757,107,470
60968,190,140,8960,9122,31,185
60970,3080,1700,159147,162029,3688,4675
60973,160,80,8660,8704,168,154
61001,2110,190,51266,51805,1087,1347
61006,760,420,40831,41839,306,1121
61007,230,110,13187,13389,27,456
61008,16070,13440,920029,930918,16913,43425
61010,3690,2440,276731,280427,4255,12592
61011,1410,840,136217,138731,3600,9111
61012,1040,840,50151,50654,341,2248
61014,540,260,30044,30757,841,831
61015,470,230,30097,30584,250,1166
61016,2490,1160,173744,175857,2344,9668
61018,520,340,26967,27613,228,807
61019,1680,790,109944,111616,6411,5856
61020,1350,1200,78517,79236,1250,3202
61021,10550,5350,568865,576449,10928,17097
61024,1230,670,71397,72468,683,3409
61025,2310,1260,147756,150339,6185,6079
61028,990,430,49816,50922,1337,1508
61030,1050,620,50571,51657,428,1293
61031,680,380,37732,38362,684,1041
61032,14210,7840,648939,658273,14390,20986
61036,3610,1620,225986,230137,11541,11677
61038,610,310,34793,35395,311,1426
61039,360,220,21266,21629,201,686
61041,670,300,27078,27428,924,697
61042,240,120,14221,14700,18,301
61044,90,50,5180,5320,0,0
61046,1430,640,88479,90892,2825,3445
61047,800,390,45117,45811,596,1493
61048,2110,1100,119115,122072,2975,3937
61049,260,140,15492,15650,102,612
61050,210,100,10013,10152,12,269
61051,770,410,39638,40427,563,818
61052,530,290,34340,34904,387,1437
61053,1320,580,67777,69111,1853,1916
61054,1760,900,80813,81751,2433,1906
61060,710,330,33807,34469,397,935
61061,3470,1540,203852,206846,3643,7742
61062,910,540,48571,49703,1193,1642
61063,2010,1110,118404,119914,2609,4814
61064,1800,960,88568,90446,1090,2115
61065,4970,3930,298181,301782,4679,15514
61067,370,160,18404,18716,71,723
61068,6830,4920,337744,341798,5660,10923
61070,520,290,33292,33841,525,1378
61071,6620,3890,295302,298888,4034,7090
61072,5450,3300,377112,382026,7735,20511
61073,9780,6040,753429,763303,23648,42486
61074,2070,990,85275,86292,976,1549
61075,480,230,24719,25180,846,891
61078,660,370,37012,37997,477,1006
61080,4910,3480,279485,282963,4228,12530
61081,10470,6200,544078,551216,16422,16087
61084,1530,890,108113,109805,963,5464
61085,1650,830,79576,81407,2058,2088
61087,800,420,36206,36798,510,925
61088,2960,1800,195687,198240,2612,10071
61089,360,220,18379,18743,498,406
61101,8690,7240,302006,304915,3963,7553
61102,7560,7170,280701,283047,2774,8885
61103,10490,6750,475590,482028,8428,16219
61104,7120,7050,193425,195018,802,2073
61107,14690,8350,1015882,1032729,41329,54577
61108,13740,8760,653512,660353,11207,23287
61109,12540,8760,547585,552283,5237,17058
61111,11480,6380,590196,597234,8044,23641
61114,7890,4060,672485,683881,45278,41035
61115,11220,6500,526813,531358,2294,18497
61201,16980,10250,825357,833422,22044,24765
61230,580,300,33835,34162,272,992
61231,2450,1290,139001,141795,5013,3695
61232,710,360,43458,43671,232,1608
61234,650,340,36144,36991,1362,892
61235,660,320,38764,39584,848,897
61238,1420,800,78132,79483,1461,1895
61239,530,350,18079,18135,7,259
61240,3030,1570,229846,232843,4919,11154
61241,3400,1880,180858,182269,1757,5417
61242,570,300,43558,43923,1252,1617
61243,110,90,8661,8947,224,0
61244,10970,6600,506140,510180,9759,13530
61250,1280,710,74392,75553,1743,1721
61251,180,130,11192,11265,-14,366
61252,2710,1320,165148,166874,4001,5480
61254,5730,3180,456522,465409,19283,19630
61256,920,470,62817,63411,1126,2767
61257,540,280,32310,32855,166,898
61259,640,310,41591,42026,853,1499
61260,380,190,20287,20729,200,401
61261,460,230,21627,21839,90,320
61262,350,190,22907,23316,78,731
61264,5090,2480,310512,313093,6862,10610
61265,22480,12810,1227862,1240549,35562,41643
61270,3550,1760,203630,206788,4716,6077
61272,660,350,33138,33546,492,508
61273,1600,980,103623,104934,1427,3360
61274,160,80,8027,8208,14,136
61275,2050,1180,156831,158558,3094,7304
61277,1550,800,86159,88004,2212,1983
61279,510,290,32556,33098,449,880
61281,1290,720,91726,92642,1787,4053
61282,3920,2260,176119,177199,1598,4710
61283,700,510,37784,38575,1963,709
61284,1180,540,89275,90399,1654,3633
61285,790,360,43630,44209,1268,1106
61301,5080,2980,256564,260305,5591,7673
61310,1890,1020,99123,100989,1603,2609
61311,120,50,6616,6616,0,118
61312,240,120,13201,13415,48,252
61313,130,70,7676,7890,0,240
61314,390,210,18269,18600,72,271
61318,340,170,17957,18390,88,633
61319,570,290,35431,36317,136,1157
61320,330,170,17305,17354,9,482
61321,150,90,6558,6651,0,0
61325,480,270,30827,31538,659,925
61326,1150,620,68846,70117,1016,1827
61327,610,300,38131,38938,818,1017
61329,630,350,34103,34369,360,1056
61330,730,370,38615,39694,853,852
61333,170,90,10661,10942,0,259
61334,340,210,18268,18476,53,396
61335,270,110,15107,15437,137,327
61336,270,160,15302,15558,19,277
61337,220,120,9304,9342,0,157
61341,3910,2190,231153,233353,3024,9498
61342,4320,2690,211078,215582,3474,5974
61344,190,100,7914,7993,0,0
61345,370,210,18269,18643,189,337
61348,2390,1250,123455,125179,1403,3590
61349,470,240,26881,27626,408,570
61350,11990,6310,702580,712229,13596,27610
61353,610,330,31893,32311,199,1355
61354,5510,2640,316788,322495,7236,8921
61356,5340,2600,305526,310661,8211,9996
61358,210,110,9853,9958,21,128
61360,1670,990,99863,100665,1722,3434
61361,630,320,33184,33679,660,579
61362,2950,1720,141161,142544,1895,4173
61364,8930,5260,423744,429691,4683,8945
61367,390,150,21541,22253,380,695
61368,690,360,32522,33334,260,750
61369,770,390,40919,41428,1487,790
61370,700,400,39540,40342,458,1163
61373,1020,500,69478,70450,795,2827
61375,530,230,31518,32029,201,1165
61376,990,600,58612,60117,1739,1743
61377,660,420,35839,36680,564,1022
61378,250,130,15239,15701,89,578
61379,620,340,31106,31682,1225,533
61401,14380,7690,697490,706832,18677,17430
61410,1760,1010,76239,77006,422,1234
61411,150,80,8144,8312,59,0
61412,660,350,39114,40256,548,690
61413,540,280,32276,32763,607,727
61414,410,200,23237,23747,410,544
61415,810,440,44747,45707,747,985
61417,120,60,6765,6924,0,138
61418,320,160,16058,16315,329,312
61420,510,240,25921,26618,186,352
61421,580,370,34538,35802,1393,908
61422,1580,800,67613,68506,831,723
61423,310,150,17299,17588,77,428
61425,230,90,10678,10761,26,133
61427,1030,550,50139,50618,506,1012
61428,500,210,41517,42285,1051,2070
61430,400,210,26904,27155,171,934
61431,150,70,7038,7077,0,145
61432,330,170,17679,17785,253,348
61434,1510,850,73943,75428,1472,1456
61436,440,190,23212,23694,375,578
61437,390,160,19638,19719,65,329
61438,330,180,18248,18518,153,402
61440,340,160,15989,16162,99,138
61441,410,180,18873,19212,260,213
61442,300,160,11742,11772,0,136
61443,6190,3960,266230,269603,6033,4630
61447,440,260,23324,23794,332,441
61448,1810,1000,99355,100599,1285,2694
61449,220,90,9218,9308,30,0
61450,800,440,37096,37926,481,702
61451,170,80,8566,8641,24,219
61452,120,70,5392,5465,0,0
61453,310,180,13784,14147,40,217
61454,310,150,12799,12912,36,190
61455,7350,3510,385680,390962,13669,12404
61458,390,170,19156,19399,209,406
61459,170,80,8075,8175,163,0
61460,130,80,6071,6187,0,0
61462,5140,3520,244044,248259,5226,5076
61465,590,300,31301,31744,1045,623
61466,150,80,7888,8023,0,0
61467,520,310,29677,30510,364,575
61469,950,440,41681,42269,459,735
61470,210,160,8888,8962,0,0
61472,300,160,18026,18383,272,536
61473,760,370,39283,40559,1101,878
61474,140,60,6404,6477,0,0
61475,110,50,5899,6020,0,0
61476,190,120,11849,12207,50,153
61477,280,120,12117,12218,132,152
61478,130,100,7075,7347,0,0
61480,610,350,30568,31054,321,520
61482,300,180,14609,14774,175,217
61483,860,490,48648,50144,693,1145
61484,370,220,15502,15711,55,200
61485,290,140,14489,14702,69,236
61486,710,410,37044,37409,381,863
61488,520,280,27778,28028,148,613
61489,440,240,23412,23989,239,436
61490,520,260,30259,30852,320,791
61491,1020,590,56520,57911,2577,1482
61501,810,470,35011,35474,301,564
61516,330,190,18305,18542,450,449
61517,1630,990,156646,159656,3203,8257
61520,7100,3940,342517,346242,7492,7288
61523,5470,2980,342438,345380,5060,12241
61525,4670,4110,665560,673707,17130,40383
61526,510,310,43645,44095,847,2048
61528,1400,1160,170717,172215,4351,10538
