,Shell,,BP,,Petróleo Brasileiro S.A. - Petrobras,
Competitor,Date, Adj Close ,Date,Adj Close,Date,Adj Close
Petróleo Brasileiro S.A. - Petrobras,11/9/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/10/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/11/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/14/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/15/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/16/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/17/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/18/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/21/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/22/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/23/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/24/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/25/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/29/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/30/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/1/2016, $70.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/2/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/5/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/6/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/7/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/12/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/13/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/14/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/15/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/16/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/19/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/20/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/21/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/22/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/23/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/26/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/27/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/28/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/29/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/30/2016, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/25/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/30/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/31/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/1/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/1/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/29/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/30/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,3/31/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/25/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,4/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/29/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/30/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,5/31/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/1/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/29/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,6/30/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/25/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,7/31/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/1/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/3/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/9/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/10/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/16/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/17/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/23/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/24/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/25/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/29/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/30/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,8/31/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/1/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/4/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/5/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/6/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/7/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/8/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/11/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/12/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/13/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/14/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/15/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/18/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/19/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/20/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/21/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/22/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/25/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/26/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/27/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/28/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,9/29/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/2/2017, $81.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/3/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/4/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/5/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/6/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/10/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/11/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/12/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/13/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/17/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/18/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/19/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/20/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/23/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/24/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/25/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/26/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/27/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/30/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,10/31/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/1/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/2/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/3/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/7/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/8/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/9/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/10/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/13/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/14/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/15/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/16/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/17/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/21/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/22/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/23/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/24/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/28/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/29/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,11/30/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/1/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/4/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/5/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/6/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/7/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/11/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/12/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/13/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/14/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/15/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/18/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/19/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/20/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/21/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/22/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/26/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/27/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,12/28/2017, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/1/2018, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/2/2018, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/3/2018, $86.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/4/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/5/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/8/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/9/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/10/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/11/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/12/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/15/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/16/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/17/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/18/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/19/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/22/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/23/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/24/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/25/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/26/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/29/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/30/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,1/31/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/1/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/2/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/5/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/6/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/7/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/8/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/9/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/14/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/15/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/16/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/19/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/20/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/21/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/22/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/23/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/26/2018, $98.00 ,,,,
Petróleo Brasileiro S.A. - Petrobras,2/27/2018, $98.00 ,,,,
Exxon,1/4/2016, $71.34 ,,,,
Exxon,1/5/2016, $71.95 ,,,,
Exxon,1/6/2016, $71.35 ,,,,
Exxon,1/7/2016, $70.21 ,,,,
Exxon,1/8/2016, $68.79 ,,,,
Exxon,1/11/2016, $67.87 ,,,,
Exxon,1/12/2016, $69.26 ,,,,
Exxon,1/13/2016, $69.68 ,,,,
Exxon,1/14/2016, $72.87 ,,,,
Exxon,1/15/2016, $71.45 ,,,,
Exxon,1/19/2016, $70.37 ,,,,
Exxon,1/20/2016, $67.40 ,,,,
Exxon,1/21/2016, $68.25 ,,,,
Exxon,1/22/2016, $70.52 ,,,,
Exxon,1/25/2016, $68.14 ,,,,
Exxon,1/26/2016, $70.64 ,,,,
Exxon,1/27/2016, $69.35 ,,,,
Exxon,1/28/2016, $70.91 ,,,,
Exxon,1/29/2016, $71.70 ,,,,
Exxon,2/1/2016, $70.27 ,,,,
Exxon,2/2/2016, $68.70 ,,,,
Exxon,2/3/2016, $72.28 ,,,,
Exxon,2/4/2016, $73.53 ,,,,
Exxon,2/5/2016, $73.76 ,,,,
Exxon,2/8/2016, $74.75 ,,,,
Exxon,2/9/2016, $74.43 ,,,,
Exxon,2/10/2016, $73.75 ,,,,
Exxon,2/11/2016, $73.98 ,,,,
Exxon,2/12/2016, $75.31 ,,,,
Exxon,2/16/2016, $75.49 ,,,,
Exxon,2/17/2016, $76.21 ,,,,
Exxon,2/18/2016, $76.63 ,,,,
Exxon,2/19/2016, $76.68 ,,,,
Exxon,2/22/2016, $76.57 ,,,,
Exxon,2/23/2016, $75.50 ,,,,
Exxon,2/24/2016, $75.77 ,,,,
Exxon,2/25/2016, $76.22 ,,,,
Exxon,2/26/2016, $75.98 ,,,,
Exxon,2/29/2016, $74.49 ,,,,
Exxon,3/1/2016, $75.54 ,,,,
Exxon,3/2/2016, $76.86 ,,,,
Exxon,3/3/2016, $76.58 ,,,,
Exxon,3/4/2016, $76.48 ,,,,
Exxon,3/7/2016, $78.50 ,,,,
Exxon,3/8/2016, $76.80 ,,,,
Exxon,3/9/2016, $76.58 ,,,,
Exxon,3/10/2016, $76.38 ,,,,
Exxon,3/11/2016, $76.39 ,,,,
Exxon,3/14/2016, $76.59 ,,,,
Exxon,3/15/2016, $76.97 ,,,,
Exxon,3/16/2016, $77.02 ,,,,
Exxon,3/17/2016, $78.16 ,,,,
